Prob145_circuit8,0,20,0.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
Prob146_fsm_serialdata,2,20,0.1,R,R,R,R,R,R,R,R,R,p,R,R,R,R,.,w,.,R,R,R
Prob147_circuit10,1,20,0.05,R,R,R,R,R,R,R,.,w,R,w,R,w,R,R,R,R,R,w,R
Prob148_2013_q2afsm,7,20,0.35,R,R,R,R,S,R,R,.,.,R,.,C,.,R,S,.,R,.,.,R
Prob149_ece241_2013_q4,1,20,0.05,R,R,R,R,R,R,S,R,.,R,R,R,R,R,R,R,R,R,p,R
Prob150_review2015_fsmonehot,3,20,0.15,R,R,R,.,R,R,.,R,R,R,R,R,R,p,R,R,R,R,.,R
Prob151_review2015_fsm,2,20,0.1,.,R,R,R,R,R,R,R,R,R,R,R,.,p,R,R,R,R,R,R
Prob152_lemmings3,14,20,0.7,.,R,.,.,.,.,.,R,R,.,.,.,.,R,.,.,C,C,.,.
Prob153_gshare,0,20,0.0,R,R,w,R,R,R,R,R,w,R,R,C,R,R,R,R,R,w,w,R
Prob154_fsm_ps2data,6,20,0.3,R,R,R,w,.,R,.,.,R,p,R,R,.,R,R,.,.,R,R,w
Prob155_lemmings4,0,20,0.0,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
Prob156_review2015_fancytimer,0,20,0.0,T,T,w,T,T,T,T,T,T,T,T,T,T,T,C,T,w,T,T,T
